해당년도,발매년도,노래제목,가수이름,가수성별,그룹-솔로,작사가,가사
2003,2003,고백하는 날,이기찬,m,s,"심현보,이기찬","오늘만은 용기를 내봐
다음 기회는 없어
우물쭈물 망설이지마
말을 하란 말야
바보야
시간이 없단 말야
말을 해야
니 맘을 알지
Oh my God 어떡해
너의 눈을 본 그 순간
나 얼어버렸어
나 또 얼어버렸어
사랑해 사랑해
널 사랑하고 있다고
말해야 하는데
말이 안나오지
널 원해 널 원해
널 원하고 있다고
왜 말이
안나오는 거야 왜

무슨 얘기라도 괜찮아
일단 말 좀 걸어봐
내가 봐도 정말 답답해
oh my God 난 몰라
너와 마주친 그 순간
온몸에 힘이 풀려
주저앉고 말았어 oh
사랑해 사랑해
널 사랑하고 있다고
말해야 하는데
말이 안나오지
널 원해 널 원해
널 원하고 있다고
왜 말이
안나오는 거야 왜
너무 싫어 싫어 싫어
용기없는 너 정말 싫어
짜증나 짜증나
짜증나 짜증나
짜증나 짜증나 짜증나
Oh my god 난 몰라
너와 마주친 그 순간
온몸에 힘이 풀려
주저앉고 말았어 oh
사랑해 사랑해
널 사랑하고 있다고
말해야 하는데
말이 안나오지
널 원해 널 원해
널 원하고 있다고
왜 말이
안나오는 거야 왜

Oh my God 어떡해
너의 눈을 본 그 순간
나 얼어버렸어
나 또 얼어버렸어
Oh my God 난 몰라
너와 마주친 그 순간
온 몸에 힘이 풀려
주저앉고 말았어 oh
I love U love U
honey
사랑하고 있다고
말하고 싶은데
말이 안나오니
이게 아닌데
너를 잡아야만
하는데
답답해
미칠 것만 같아 oh~
사랑해 사랑해
널 사랑하고 있다고
말해야 하는데
말이 안나오지
널 원해 널 원해
널 원하고 있다고
왜 말이
안나오는 거야 왜"
2003,2003,Chiki Chiki-Love Song,여행스케치,m,s,조병석,"치키치키love forever
oh happy day
자기자기나를 부르는
너 상상해
치키치키
love song for you
날 만난 뒤로
지기지우보다 널 아껴줄
오직 한 사람
그건 바로 나야 나
I love you forever
whenever you go
하루를 시작하는
나의 다짐
I need you forever
whatever you do
잠들기 전 나의 기 도
친구들
이런 나를
이해못한다지만
나 역시 이런 닭살
상상도 못해봤어 오
치키치키love forever
oh happy day
자기자기나를 부르는
너 상상해
치키치키
love song for you
날 만난 뒤로
지기지우보다 널 아껴줄
오직 한 사람
그건 바로 나야 나
그 누구만큼
가진 게 많아서
너에게 명품만
줄 순 없지만
난 너 하나만큼은
자신 있어
너와 내가 명품인걸
영원히
니가 나의
천사가 되준다면
난 항상 너의 발밑
구름이 되어줄게 오
치키치키love forever
oh happy day
자기자기나를 부르는
너 상상해
치키치키
love song for you
날 만난 뒤로
지기지우보다 널 아껴줄
오직 한 사람
그건 바로 나야 나

너를 둘러싼 선수들
(다가와서)
나와 똑같은 말투로
(속삭이며)
너를 혹하게 한대도
흔들리지마
독이 든 사과야
뻥이야 오
치키치키love forever
oh happy day
자기자기나를 부르는
너 상상해
치키치키
love song for you
날 만난 뒤로
지기지우보다 널 아껴줄
오직 한 사람
그건 바로 나야 나
치키치키할 때마다
태양처럼
이글이글불타는
내 눈빛 you know
치키치키
love song for you
부를 때마다
매일 나는
복권에 당첨된
기분이란걸
말은 안했지만
너만 빼고 다 알아
치키치키
love song for you-"
2003,2003,잠시만 안녕 (Pop Ver.),엠씨더맥스,m,g,Yoshiki,"행복을 줄 수 없었어
그런데 사랑을 했어
니 곁에 감히 머무른
내 욕심을 용서치마
방황이 많이 남았어
그 끝은 나도 모르는 곳
약하게 태어나서 미안해
그래서 널 보내려고 해
언젠가는 돌아갈께
사랑할 자격 갖춘 나 되어
너의 곁으로 돌아갈께
행복을 줄 수 있을때
아파도 안녕 잠시만 안녕
언제나 위태로운 나
그런 내가 널 사랑을했어
외로운 고독이 두려워
빨리 못보내 미안해
사는게 참 힘들었어
널 보며 난 견뎠어
허나 네겐
보여줄 수 없는 내 사랑
이별로 널 지키려해
언젠가는 돌아갈께
흔들리지 않는 나 되어
늦지 않게 돌아갈께
널 많이 사랑하니까
조금만 울자 잠시만 울자
아파도 안녕 널 위해 안녕
너와 내가 사랑하면
우리가 정말 사랑한다면"
2003,2003,난(亂),옥주현,f,s,옥주현,"잘 지내고 있겠죠
내 걱정은 물론 하지 않겠죠
난 아직 버릇처럼
그댈 걱정해요
떠나던 그 뒷모습
먼지같은 점이 될때까지도
발걸음조차 뗄 수 없던
그 날 이후
세상끝난 듯 울던 난
웃음도 나왔던 난
넋이 나간 사람처럼
낮과 밤도 잃어버린채
살았지만
다시 생각했죠
그대가 살아있단게 고맙다고
아직은 절망도 이를꺼라고
변한건 없을꺼예요
다만 그대없는 사랑도
난 지켜가죠
네번째 손가락에 오랜
시간 머문 반지자욱도
어느새 채워버린 그댈
본 날 이후
세상끝난 듯 울던 난
웃음도 나왔던 난
넋이 나간 사람처럼
낮과 밤도 잃어버린채
살았지만
다시 생각했죠
어쩌면 그대도 많이 낯설어서
조금씩 내게로 돌아온다고
그렇게 생각할래요 다만 그대
없는 사랑도
홀로 지켜가는거죠
이렇게 시작도 그랬죠
익숙한걸요
아픈것도 내 몫이죠
다만 여전히 그대만을
사랑해요 난"
2003,2003,Music,바다,f,s,바다,"Can't stop this...
I just can't stop this
음악을 느껴봐 지금 이순간
oh music music know you can't let go
니가원한건 I can give it to you take my music
늘 같은 생각들로 가득한 이 도시에 똑같이
흘러가는 음악은 싫어 수 없이 많은 일이
끝나고 난 후에도 듣고 싶은 노래가 없는 걸
너를 위한 새로운 음악이 필요해 같은 곳을
보면 느낄 수 없어 진부했던 표현이 널 묶어두고
있어 너를 맡겨봐 come in to me
I just can't stop this
음악을 느껴봐 지금 이순간
oh music music know you can't let go
니가원한건 I can give it to you take my music
- 간 주 중 -
사랑이 끝나면 음악이 꼭 필요해 어두워진
마음을 감싸는 멜로디
아무런 의미없이 부른 노랜
아니야 나도 여러 번 겪어 봤는걸
너를 위한 새로운 음악이 필요해
같은 곳을 보면 느낄 수 없어
처음과는 다른 시간 속에 빠져드는 너를 맡겨봐
come in to me
I just can't stop this
음악을 느껴봐 지금 이순간
oh music music know you can't let go
니가원한건 I can give it to you take my music
긴 시간 속에 우린 많이 변했지만
I Love you music that 아픔을 잊고서 난 다시
사랑하니까 I just can't stop this ooh~
지금 이순간
모든게 어제와 모두 달라졌어 oh~ yeah~
I just can't stop this 음악을 느껴봐
지금 이순간 영원히 이 순간을
Know you can't let go 니가 원한 건
I can give it to you take my music"
2003,2003,빚,이수영,f,s,강은경,"하루하루 변해가는
거울속 나의 모습
만일 지금 나를 봐도
넌 사랑해줄까
다들 그랬어 사랑은
사랑으로만 잊혀지고
여자에겐 지금의 사랑만이
첫사랑인거라고
하지만 나에게 사랑은 하난데
아직 가슴에 남았는데
또 다른 인연이 올수록
니가 더 보고 싶어
한없이 너에게 받았던 그 사랑
나는 주지도 못했잖아
그때에 너에게 진 빚을
제발 나 갚게 해줘
다들 그랬어 세월은
모든 상처를 잊게 하고
늘 여자는 지난날 추억보단
사랑으로 산다고
하지만 나에게 사랑은 하난데
아직 가슴에 남았는데
또다른 인연이 올수록
니가 더 보고싶어
한없이 너에게 받았던 그 사랑
나는 주지도 못했잖아
그때에 너에게 진 빚을
제발 나 갚게 해줘
하루만이라도 한번만이라도
그때로 돌아가 너와 나
함께 할 수 있다면
그렇게 허락된 하루라면
내일이 나에겐 없다해도
웃으며 눈 감을게"
2003,2003,오렌지,서태지,m,s,서태지,"당시는 뭐가 뭔지
난 인지 조차 못한 무지
난 네 헛점만 찾고서 못박고서
우쭐대며 내 빈틈 매꿨어

널 딛고 큰 척했고
겉멋 찾고 모두를 깔봤건만
내 훔친 가치는 붕괴된 채
몹시도 보챘던 내 실체

값진 너를 망칠것없지
또 니가 아깝지 역시 너 답지
넌 가진척에 지쳐
넌 네 덫에 또 갇히겠지

너도 역시 네 입지만 과시
다 쉽게만 얕봤었지만
네겐 벅찬 애써 당찬 듯한
숨찼던 네게 남는 퀘스천

넌 소유속의 널 믿는가
니 자아보다 더 값진 건가
쉽게 뿌리 깊게
굳게 밖힌 교만 허튼 욕망

불타버려 우린 쓰레기인걸
내겐 따뜻한 느낌이 없어 왜
꺼져버려 넌 참 비겁자인걸
다들 널 잊고난뒤 널 찾을래

지나쳤지 그 권위적인 너의 모습
우습지만 못난 전통세습
참 어린 그들에겐 단 한번도
넌 절대 틈을 주지 않던

니 지독한 독선 갖은 위선
니 틀박힌 공식 역시
또 이기적 독식 박식한척했던
허세가식 탑식깃든 약육강식

값진 너를 망칠것없지
또 니가 아깝지 역시
너 답지 넌 가진척에 지쳐
넌 네 덫에 또 갇히겠지

불타버려 우린 쓰레기인걸
내겐 따뜻한 느낌이 없어 왜
꺼져버려 넌 참 비겁자인걸
다들 널 잊고난뒤 널 찾을래"
2003,2003,아껴둔 이야기 (Radio Edit Ver.) (Feat. The Edition),강성훈,f,s,서하나,"아직도 그대로인지
시간이 데려간 네 모습
힘이 들어도 나의 하나까지도
아껴주는지
저녁이 내린 어느 날
너의 집앞에 울던 나
그렇게 시작된
어린사랑의 슬픈약속
넌 알고있니 그 누구보다
멋진 사람이 되고 싶어
그 흔한 담배조차 배우지 않고
대신 기다림을 배웠어
너를 찾는 동안
희망에 기대어 보면
내일은 와줄것 같은데
두팔을 벌려 너의 그늘이
되어주고 싶은데
동전하나를 모으듯
너의 기억을 채우면
비개인 하늘에 환히 웃는
넌 무지개로
하루가 가고 십년이가도
결국 변하지 않는 하나
너만을 그리다 떨어진
눈물은 아프기보단
더 반가운데
너의 두 손안에 잠시 멈춰있는
바람개비를 숨모아 돌려보면
이미 난 기억속 그날로
나를 데려가고
I'm waiting for you
넌 알고있니 그 누구보다
멋진 사람이 되고 싶어
그 흔한 담배조차 배우지 않고
대신 기다림을 배웠어
하루가 가고 십년이 가도
결국 변하지 않는 하나
니가 보고싶어 너무 보고싶어
아껴둔 사랑 널 기다리며
I believe that
you'll be my love
and i promise
you i'm yours forever
그 흔한 담배조차 배우지 않고
대신 기다림을 난 배웠어
I believe that
you'll be my love
and i promise you
i'm yours forever
너만을 그리다 떨어진
눈물은 아프기보단
더 반가운데"
2003,2003,Desperado,포지션,f,s,강은경,"몰랐었어 거짓말처럼 이별이 기다릴줄
그렇게도 사랑한 우리앞에
말했었지 너와 나 사이 샘이난 하늘이
우릴향해 장난한 거라고
조금만 덜 사랑할 걸 그랬었나봐
나없는 동안 더 쉽게 견딜수 있게
나 니곁에 없더라도 잠시 혼자가 되더라도
기다려 주겠니 언젠가 다시 돌아올때까지 오
조금은 늦더라도 끝내 나 오지 않더라도
그렇게 믿어줘 저 하늘에게 부탁하러 갔다고
Desperado

물었었지 만약에 다시 만날수 없다면
또 누군갈 사랑할거냐고
너와 나 한걸음만큼 엇갈린다면
그 한걸음 내가 갈게 가면 되잖아
나 니곁에 없더라도 잠시 혼자가 되더라도
기다려 주겠니 언젠가 다시 돌아올때까지 오
조금은 늦더라도 끝내 나 오지 않더라도
그렇게 믿어줘 저 하늘에게 부탁하러 갔다고
워 얼마나 원하는지 그렇게라도 알려주면
다시 만날거야 내 슬픈 사랑에 하늘도 우는 날
우린 Desperado"
2003,2003,다시 만난 날,휘성,m,s,박경진,"너무 다 변해서
네가 아닌것 같아
손을 잡기가 힘이
들었나봐 baby
너무 기다려서
아주 조금 지친 맘에
너를 반겨줄
힘이 없었나봐
꼭 돌아오라고
여기 있겠다고
가는 네 등 뒤에
말 못하고
혼자 약속 했었는데
많이 보고 싶었다는
하고싶던 그 말보다
왜 돌아왔냐는 말이
나도 모르게 먼저 나와
애써 웃어 보이려는
너를 다시 울리고서
내 맘도 울고 있는데
날 보는 눈빛도
너무 많이 변해서
마주보기가 힘이
들었나봐 baby
너무 낮설어서
안녕이란 네 인사에
반겨 대답해 줄
힘이 없었나봐
떠나지 말라고
거기 서달라고
가는 네 등 뒤에
말 못하고
혼자 울고 있었는데
많이 보고 싶었다는
하고싶던 그 말보다
왜 돌아왔냐는 말이
나도 모르게 먼저 나와
애써 웃어 보이려는
너를 다시 울리고서
내 맘도 울고 있는데
이대로 네가 다시
돌아선다면
돌아선다면
널 다시 말 못하고
보내고 나면
보내고 나면
또 네가 없던 그날처럼
나 멍하니 너의 생각에
네가 다시 와 주기만
애태우며 지날텐데
네가 떠난 그 날처럼
하고싶은 말 못하고
왜 돌아왔냐는 말만
나도 모르게 하고있어
다시 등을 돌리려는
너를 잡지 못하고서
나는 또 울고 있는데
많이 보고 싶었다는
하고싶던 그 말보다
왜 돌아왔냐는 말이
나도 모르게 먼저 나와
애써 웃어 보이려는
너를 다시 울리고서
우는 널 보고
내 맘도 울고 있는데"
2003,2003,개미와 베짱이,유리상자,m,g,이세준,"알아요 그댄 내손에 잡아두기엔
너무 벅찬 사랑인 걸
저 하늘 높이 날고픈 그대기에
그저 나는 맘속에만 두죠
처음 내 이름을
부르던 그대의 그 지친 표정이
미소 아니라 해도
사랑 아니라 해도
나는 너무 행복했죠
그대가 내곁에 머물고 가니
사랑 아니란 게 슬프긴 해도
잠시 내가 필요했었던
그걸로 충분한거죠
알아요 그댄 다시 떠나야 하는 걸
내곁은 끝이 아님을
이렇게 바삐 서둘러 떠나는 건
아마 나를 위함도 있겠죠
야윈 날갤 접고 내게로 찾아온
그 지친 표정도 미소아니라 해도
사랑 아니라 해도
나는 너무 고마웠죠
그대가 내곁에 머문 동안이
사랑 아니란 게 슬프긴 해도
잠시 그대 내가 필요했던
그걸로 충분한 거죠
파란 목소리로
그대 부르던 노래들
그댄 그때가 제일 아름다워요
내가 아무리 노력해도
줄 수 없는 그 행복이겠죠
그래도 된다면 나의 그대여
마지막 한가지만 더 부탁할께요
언제라도 돌아갈 수 있는
내가 있단 걸 아세요"
2003,2003,사랑 Two,윤도현,m,s,이경희,"나의 하루를 가만히 닫아주는 너
은은한 달빛따라
너의 모습 사라지고
홀로 남은 골목길엔
수줍은 내 마음만
나의 아픔을 가만히 안아 주는 너
눈물 흘린 시간 뒤엔
언제나 네가 있어
상처받은 내 영혼에
따뜻한 네 손길만
처음엔 그냥 친군줄만 알았어
아무 색깔없이 언제나 영원하길
또 다시 사랑이라 부르진 않아
아무 아픔없이 너만은 행복하길
워우워우 예예
널 만나면 말없이 있어도
또 하나의 나처럼 편안했던거야
널 만나면 순수한 네 모습에
철없는 아이처럼 잊었던거야
내겐 너무 소중한 너
내겐 너무 행복한 너
처음엔 그냥 친군줄만 알았어
아무 색깔없이 언제나 영원하길
또 다시 사랑이라 부르진 않아
아무 아픔없이 너만은 행복하길
워우워우 예예
널 만나면 말없이 있어도
또 하나의 나처럼 편안했던거야
널 만나면 순수한 네 모습에
철없는 아이처럼 잊었던거야
널 만나면 말없이 있어도
또 하나의 나처럼 편안했던거야
널 만나면 순수한 네 모습에
철없는 아이처럼 잊었던거야
내겐 너무 소중한 너
내겐 너무 행복한 너
접기 
작사 / 작곡"
2003,2003,어떤 사람 A,윤상,m,s,박창학,"꿈에서 깨어나기 전에
다 끝나기 전에
그 이름을 불러야 할 텐데
내가 지금 여기 서 있다고
이젠 연극이 끝나고
조명이 꺼지면
관객들에 박수 갈채 속에서
어느새 난 까맣게 잊혀질 텐데
널 위한 무대 위에서
난 언제나 그냥 지나가는 사람
이름도 없이 대사도 없이
화려한 불빛 아래 서있는
너에 곁을 잠시 지나가는 사람
운명이 네게 정해 준 배역
어떤 사람

먼저 무대를 내려와
화장을 지우고
숨 죽인 채 널 바라보고 있는
많은 사람들 속에 나도 서있지
널 위한 무대 위에서
난 언제나 그냥 지나가는 사람
이름도 없이 대사도 없이
화려한 불빛 아래 서있는
너에 곁을 잠시 지나가는 사람
운명이 내게 정해준 배역
어떤 사람"
2003,2003,Again To Me,차태현,m,s,거목,"왜 너를 사랑했던 걸까
왜 내맘을 모두 너에게 주었나
왜 내겐 이별이 끝이 아닌걸까
뜨겁게 사랑했던 우리
돌아서서 남이 되어야만 하나
다시 돌릴순 없나 사랑해
잊어보려 널 원망해도
미워하려 다짐해봐도
달라질 것도 없이 넌 내게 사랑일뿐이야
행복했던 시간들이
추억이아닌 비수되어
내 가슴을 찔러도 별수 없이 쓰린
가슴만 부여잡지
왜 너를 사랑했던 걸까
왜 내맘을 모두 너에게 주었나
왜 내겐 이별이 끝이 아닌걸까
뜨겁게 사랑했던 우리
돌아서서 남이 되어야만하나
다시 돌릴순 없나 사랑해

다정했던 너의 눈빛을
사랑이라 믿었던 거야
단 한번도 우리에 이별을 생각하지 못했어
멀어져가는 우리에
희미해지는 기억속에
너의 미소는 조금도 바래지않고
나를더 힘들게 해
왜 너를 사랑했던 걸까
왜 내맘을 모두 너에게 주었나
왜 내겐 이별이 끝이 아닌걸까
뜨겁게 사랑했던 우리
돌아서서 남이 되어야만하나
다시 돌릴 순 없나 사랑해
다시 내게로 와줘 사랑해"
2003,2003,길 (Feat. 불독맨션),데프콘,m,s,데프콘,"내 노래 가락에 이 길을 간다네
시원한 바람에 이 길을 간다네
내 노래 가락에 이 길을 간다네
에헤~
이틀밤을 샜어 내 방한가운데서
많은시간을 내서 떠올린 말을 뱉어
완성한 내 가사의 깊이를 찾으려고 애써
노력을 해봤는데~안돼겠어
답답해지는 이 기분을 달래고 보자
무작정 밖으로 나가서 화내고 보다보니까
가만히 생각을 해보니까 뭘하나 빠트렸던거야 바보~
바로 지금 내 눈앞에서 보이는
저기 저 아이들에게서 나오고 있는
환한얼굴속에서 보여지는 여유~
그걸 잠시잊어버리고 있었거든
그래 알았다 이제바로시작하자
여유를 담으니 내 낭만의시 하나가
더욱더 멀리퍼져나간다
차차차
모두같이부르세
라라라
내 노래와(나의 시는)빛을 지녀
아주 단단히 해가되어 가나니
달라진다 다지난 그날까지
내노래와(나의 시는)길을 지켜
바른 낱말이 빛이되어 발하리
달라진날을 맞이한 사람만이
내나이 스물여덟
이제한숨은없어
벅찬가슴을 열어
남자의 꿈을던져
아무리 가진게 없다 할 지라도
내가 걷는길이 자갈밭이라도
난 원망은 안해요 이모두를
기쁘게 받아들일꺼야 그리고 푸른
하늘에 떠있는 구름을 즐기면 또 느껴
여유로운나를 기념할꺼야
힘든가요 세상이 짖??나요?
당신을 몰라주는 사람들이 미운가요?
하지만 조금만 더 생각하고 뒤를봐요
저마다 아름답게 손을잡고 길을가요
지금이 어렵다고 생각할진 몰라도
조금은 단순하게 사는것도 좋아요
그래요 모두같이 시작해요 차차차
한번 더 크게 라라라
내 노래와(나의 시는)빛을 지녀
아주 단단히 해가되어 가나니
달라진다 다지난 그날까지
내노래와(나의 시는)길을 지켜
바른 낱말이 빛이되어 발하리
달라진날을 맞이한 사람만이

내 노래와(나의 시는)빛을 지녀
아주 단단히 해가되어 가나니
달라진다 다지난 그날까지
내 노래와(나의 시는)길을 지켜
바른 낱말이 빛이되어 발하리
달라진날을 맞이한 사람만이
내 노래와(나의 시는)빛을 지녀
아주 단단히 해가되어 가나니
달라진다 다지난 그날까지
내노래와(나의 시는)길을 지켜
바른 낱말이 빛이되어 발하리
달라진날을 맞이한 사람만이"
2003,2003,여전히 입술을 깨물죠,이수영,f,s,심현보,"가지려고 가지려고
가져보려고
무던히
원하고 바랬죠
잠시라도 그대곁에
있는 동안엔
모른척
내것이라 믿었죠
웃는 그대 얼굴을
한참 못본 후에야
알았죠
더는 어려운 일인 걸
갖지 못한
그대 마음이
못내 서러웠지만
보내야 했죠
사랑이란 못된 이유로
그대 맘을 잡기엔
너무 늦어버린 걸
알죠
잊으려고 잊으려고
잊어보려고
여전히
입술을 깨물죠
하루라도 그대없이
살아보려고
아닌 척
웃어보기도 하죠
어떡하죠 내 맘이
내 맘같지 않아서
눈이 시리도록
보고 싶은데
바보같은
나는 이래요
사랑했던 순간만
기억해내고
내 마음도
그대 마음도
모두 잃어버린 채
아파하네요
눈물도
기다려보겠단 말도
보일 수 없던
나를 모르죠
변해버린 건 그댄데
왜 내가 미안할까요
갖지 못한
그대 마음이
못내 서러웠지만
보내야죠
사랑이란 못된 이유로
그대 맘을 잡기엔
너무 늦어버린 걸
알죠"
2003,2003,유리 (唯俚 - 비록 슬퍼진다 하더라도),김정훈,m,s,이경,"서둘러 널 잊기로 했어
모든건 세월에게 맡길래
다시와 왜 내 맘을 흔들어 놓고
내 품에 안겨 그를 못잊어

한때는 아파도 좋았어
곁에 있단 믿음 하나만으로
하지만 이젠 너를 잡진 않을래
떠날 준빌한채 날 만난 너야

사랑해서 널 잊기로 했어
미워하는 마음이 생길까봐 두려워
사랑해 너를 사랑해
함께 하길 빌던 난 기도도 다 거뒀어

기대는 오래전 버렸지
해주고픈 일도 이미 묻었어
닦아도 차오르는 이 눈물처럼
사랑의 욕심은 끝이 없나봐

사랑해서 널 잊기로 했어
미워하는 마음이 생길까봐 두려워
사랑해 너를 사랑해
함께하길 빌던 난 기도도 다 거뒀어

한번 떠난 사랑은 처음처럼은 안돼
다신 내 것이 될순 없어
사랑하는 사람은
사랑했던 그만큼만 숨을쉬어

사랑해서 널 잊기로 했어
미워하는 마음이 생길까봐 두려워
사랑해 너를 사랑해
함께하길 빌던 난 기도도 다 거뒀어

니가 내게 다시 돌아오던 날
널 보낼 준비를 했어
Love you- 너를 잊을 준빌 했어 -"
2003,2003,The Best,유진,f,s,Yukon,"You are the best thing in my life
언제나 나의 곁에서
행복한 꿈을 꾸는 그대가 있어
눈뜨면 깨어진 꿈이될까 두려워했죠
처음으로 느낀 사랑이니까
어려서부터 혼자인 나를 애처롭게
바라보는 그 눈빛 너무나 싫었어
눈물도 마른 상처를 느꼈을때에는
난 너무나도 커버렸었지 우연히
스쳐지난 그댈 본 순간 처음으로
사랑이 내 가슴속으로 들어왔었죠
You are the best thing in my life
세상이 아름다운건 나만을 지켜주는
그대가 있어 영원히 함께할
꿈이 되길 기도할께요 너무
아름다운 사랑이니까 언제까지나

잠시 날 떠나갔을때 슬픔 속에
그댈 원망하며 잊으려 노력해봤지만
어쩌다 마주칠거란 기댈 간직하며
오랫동안 그리워했었지
따뜻한 그대 손을 처음 잡던 날
달콤했던 입맞춤이 내 영혼까지
감싸 안아줬죠
You are the best thing in my life
언제나 나의 곁에서 행복한 꿈을
꾸는 그대가 있어 눈뜨면 깨어진
꿈이될까 두려워했죠 처음으로
느낀 사랑이니까 언제까지나
너무나 아픈 상처 숨겨왔지만
이젠 더 이상 눈물따윈 없어
그대여 나의 길을 밝혀줘요 온 세상
끝까지라도 언제나 그댈 사랑해
You are the best thing in my life

영원히 함께할 꿈이되길 기도할께요
너무 기다리던 사랑이니까 언제까지나"
2003,2003,내게로 와,체리 필터,f/m,g,정우진,"all right 그대 내게로와
너른 벌판을 따라가며
오늘 하루를 다잊는거야
all right 그대 내게로와
손을 마주잡아
필요한건 행복함뿐인거야
그대 어제 매몰차게 돌아서며
연인과의 다툼에
애꿎은 술잔만 기울였죠
또 잘나가는 친구와 비교를 당하며
이렇게 못나게 낳아준
부모님을 원망했었죠
아무 이윤 없는거죠
가끔은 잔인한걸요
웃어요 지나고 나면 아무렇지 않을거죠
all right 그대 내게로와
너른 벌판을 따라가며
오늘 하루를 다잊는거야
all right 그대 내게로와 손을 마주잡아
필요한건 행복함뿐인거야

그대 어제 밑도 끝도 없이
계속된 잔소리에 머리가 지끈거렸죠
또 사고픈건 너무나도 많은데
주머니엔 달랑 몇백원
전부인게 서러웠었죠
저 하늘과 푸른바다 언제나 곁에 있어요
웃어요 지나고 나면
아무렇지도 않을거죠(you can get over it)
all right 그대 내게로와
너른 벌판을 따라가며
오늘 하루를 다잊는거야
all right 그대 내게로와
손을 마주잡아
필요한건 행복함뿐인거야
Do you wanna be free baby~
If you want it, You must relieve,
you must relieve all
I don’t want it, I don’t want it baby
You must relieve , you must relieve ,
you must relieve all"
2003,2003,관계,왁스,f,s,최준영,"뭐라고 제발 말 좀 해봐요
왜 내게 미안한건지
어제까지 날 품에 안고서
사랑을 속삭였잖아
사랑에 눈을 뜨게 해놓고
이별을 가르쳐준너
영원하기를 바랬는데
그대를 믿은 내가 바보였어
뜨거웠던 우리 사랑이
부질없는 짓이였었나
내가 사랑했던 그대가
날 아프게 하네
오늘이 마지막이라면
나를 한번 안아주세요
너의 뜨거운 눈빛
너의 떨리는 손길
깊이 간직할거야

사랑이 정말 이런거라면
다시는 하지 않겠어
사랑하는데 왜 헤어져
솔직히 이해할 수가 없어요
뜨거웠던 우리 사랑이
부질없는 짓이였었나
내가 사랑했던 그대가
날 아프게 하네
오늘이 마지막이라면
나를 한번 안아주세요
너에 뜨거운 눈빛
너의 떨리는 손길
깊이 간직할거야
날 여자로 만들어 준 너
그댈 정말 사랑했어요
아마 누굴 만나서
그와 사랑할때도
네가 그리울꺼야
이렇게 밤이 내리는 날엔
그대가 너무 그리워"
2003,2003,기억이... 눈물이... (Vocal : 조대연),정지찬,m,s,정지찬,"만나지 마 보고 싶다 해도
아쉬움도 끝나지 않도록
만나지 마 무너진다 해도
그가 바라는 걸 알잖아
마지막 너무 미움 가득한
사랑한 너를 다시 잊으려 해도
기억이 널 사랑한 기억이
모든 걸 네게 주었던 그 기억이
눈물이 널 보냈던 눈물이 나
내 마음 아픈 마음 그대로

많은 시간 또 많은 눈물도
너를 잊게 할 수는 없었고
너와 만난 그 시간만큼은
아파해야 널 잊게 될는지
마지막 너무 미움 가득한
사랑한 너를 다시 잊으려 해도
기억이 널 사랑한 기억이
모든 걸 네게 주었던 그 기억이
눈물이 널 보냈던 눈물이 나
내 마음 아픈 마음 그대로

너의 맘을 알아서 아니란 걸 알아서
사랑한 마음을 니 전부를 지운 것 같은데
기억이 널 사랑한 기억이
모든 걸 네게 주었던 그 기억이
눈물이 널 보냈던 눈물이 나
내 마음 아픈 마음 그대로
내 마음 아픈 마음 그대로"
2003,2003,아버지,김경호,m,s,미루,"가슴 깊이 묻어도 바람 한 점에 떨어지는
저 꽃잎처럼 그 이름만 들어도 눈물이 나
돌아갈 수 있을까 날 기다리던 그 곳으로
그 기억 속에 내 맘 속에 새겨진 슬픈 얼굴
커다란 울음으로도 그리움을 달랠 수 없어
불러 보고 또 불러 봐도 닿지 않는 저 먼 곳에
빈 메아리 되돌아 오며 다 잊으라고 말하지만
나 죽어 다시 태어나도 잊을 수 없는 사람
- 간 주 중 -
단 한 번만이라도 볼 수 있다면
나의 두 눈이 먼다 해도 난 그래도
그 한 번을 택하고 싶어
가슴 깊이 묻고 있어도 바람 한 점에 떨어지는
저 꽃잎 처럼 그 이름만 들어도 눈물이 나
떨어진 꽃잎 처럼"
